Material Group,Material Category,DSNY Diversion Summary Category,Aggregate Percent,Refuse Percent,"MGP (Metal, Glass, Plastic) Percent",Paper Percent,Organics Percent,"Generator (Aggregate, Residential, Schools, NYCHA, Litter Baskets)","Residential Strata (Citywide, HDHI, HDLI, HDMI, LDHI, LDLI, LDMI, MDHI, MDLI, MDMI)","Period (Annual, Season 1, Season 2)"
Plastic,Film: Garbage Bags,Other (Non-Divertable),5.3%,6.4%,6.9%,2.3%,4.6%,Schools,Citywide,Season 2
Plastic,Film: Non-Woven Reusable Plastic Bags,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
Plastic,Film: Pouches,Other (Non-Divertable),0.1%,0.1%,0.3%,0.0%,0.2%,Schools,Citywide,Season 2
Plastic,Film: Oversize Items,Other (Non-Divertable),0.0%,0.1%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
Plastic,Film: Other #2/#4 Polyethylene Bags,Other (Non-Divertable),0.3%,0.6%,0.2%,0.0%,0.0%,Schools,Citywide,Season 2
Plastic,Film: Other Non-Polyethylene/ Contaminated,Other (Non-Divertable),1.5%,1.4%,0.6%,0.4%,2.7%,Schools,Citywide,Season 2
Plastic,Film: DSNY Compostable Plastic Bags,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
Plastic,Single-Use Plastics,Designated MGP,1.0%,1.3%,1.5%,0.1%,1.0%,Schools,Citywide,Season 2
Plastic,Appliances: Plastic,Designated MGP,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
Plastic,Bulk/Rigid: Plastic,Designated MGP,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
Plastic,Bulk/Rigid: Plastic Toys/ Housewares,Designated MGP,0.2%,0.0%,1.2%,0.5%,0.0%,Schools,Citywide,Season 2
Plastic,Bulk/Rigid: Other Durable,Designated MGP,0.0%,0.0%,0.5%,0.0%,0.0%,Schools,Citywide,Season 2
Plastic,Other Plastics Materials not Elsewhere Classified,Designated MGP,0.4%,0.5%,0.6%,0.2%,0.6%,Schools,Citywide,Season 2
Glass,Clear Container Glass,Designated MGP,0.4%,0.5%,1.2%,0.2%,0.1%,Schools,Citywide,Season 2
Glass,Green Container Glass,Designated MGP,0.1%,0.1%,0.5%,0.0%,0.0%,Schools,Citywide,Season 2
Glass,Brown Container Glass,Designated MGP,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
Glass,Other Color Container Glass,Designated MGP,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
Glass,Mixed Cullet,Designated MGP,0.1%,0.2%,0.2%,0.1%,0.0%,Schools,Citywide,Season 2
Glass,Other Glass,Designated MGP,0.1%,0.2%,0.2%,0.0%,0.0%,Schools,Citywide,Season 2
Metal,Aluminum Cans & Bottles,Designated MGP,0.2%,0.2%,0.3%,0.0%,0.1%,Schools,Citywide,Season 2
Metal,Aluminum Foil/Containers,Designated MGP,0.9%,1.0%,4.0%,0.1%,0.7%,Schools,Citywide,Season 2
Metal,Other Aluminum,Designated MGP,0.1%,0.1%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
Metal,Other Non-Ferrous,Designated MGP,0.1%,0.1%,0.4%,0.0%,0.0%,Schools,Citywide,Season 2
Metal,Steel/Tin Food Cans,Designated MGP,0.7%,0.1%,12.8%,0.1%,0.1%,Schools,Citywide,Season 2
Metal,Empty Aerosol Cans,Designated MGP,0.1%,0.1%,0.1%,0.0%,0.0%,Schools,Citywide,Season 2
Organics,Shoes/Rubber/Leather,Textiles,0.5%,0.6%,0.5%,0.0%,0.5%,Schools,Citywide,Season 2
Metal,Other Ferrous,Designated MGP,0.7%,0.2%,10.9%,0.1%,0.0%,Schools,Citywide,Season 2
Metal,Mixed Metals,Designated MGP,0.4%,0.4%,0.9%,0.5%,0.2%,Schools,Citywide,Season 2
Metal,Appliances: Ferrous,Designated MGP,0.1%,0.0%,1.9%,0.0%,0.0%,Schools,Citywide,Season 2
Metal,Appliances: Non-Ferrous,Designated MGP,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
Organics,Yard Waste,Organics Suitable for Composting,1.9%,2.0%,0.0%,0.0%,3.1%,Schools,Citywide,Season 2
Organics,Food: Loose,Organics Suitable for Composting,17.9%,19.1%,8.6%,0.7%,28.3%,Schools,Citywide,Season 2
Organics,Food: Intact Packaging,Organics Suitable for Composting,4.7%,3.4%,6.9%,0.1%,10.8%,Schools,Citywide,Season 2
Organics,Food: Open Packaging,Organics Suitable for Composting,6.3%,7.3%,5.8%,1.1%,7.8%,Schools,Citywide,Season 2
Organics,Food: Liquid,Organics Suitable for Composting,1.4%,1.9%,1.4%,0.0%,1.1%,Schools,Citywide,Season 2
Organics,Non-C&D Wood,Other (Non-Divertable),0.6%,0.9%,0.3%,0.3%,0.2%,Schools,Citywide,Season 2
Organics,Textiles: Non-Clothing,Textiles,0.6%,0.8%,0.3%,0.1%,0.4%,Schools,Citywide,Season 2
Organics,Textiles: Woven Bags,Textiles,0.1%,0.1%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
Organics,Textiles: Clothing - Stretchy Fabric,Textiles,0.4%,0.5%,0.3%,0.0%,0.4%,Schools,Citywide,Season 2
Organics,Textiles: Clothing - Non-Stretchy,Textiles,0.3%,0.5%,0.1%,0.1%,0.0%,Schools,Citywide,Season 2
Organics,Carpet/ Upholstery: Broadloom Carpet,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
Organics,Carpet/ Upholstery: Tile Carpet,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
Organics,Carpet/ Upholstery: Other Carpet,Other (Non-Divertable),0.2%,0.4%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
Organics,Carpet/ Upholstery: Spring Mattresses And Boxsprings,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
HHW,Pesticides/Herbicides/Rodenticides,HHW,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
Organics,Carpet/ Upholstery: Other Upholtery,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
Organics,Disposable Diapers & Sanitary Products,Other (Non-Divertable),0.6%,1.1%,0.1%,0.1%,0.1%,Schools,Citywide,Season 2
Organics,Animal By-Products,Other (Non-Divertable),0.4%,0.5%,0.0%,0.0%,0.7%,Schools,Citywide,Season 2
Organics,Garden Hoses,Other (Non-Divertable),0.1%,0.1%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
Organics,Fines,Other (Non-Divertable),2.3%,2.5%,2.3%,0.4%,3.2%,Schools,Citywide,Season 2
Organics,Miscellaneous Organics,Other (Non-Divertable),0.2%,0.4%,0.0%,0.0%,0.1%,Schools,Citywide,Season 2
Electronics,Audio/Visual Equipment (TV Peripherals - Covered),E-Waste,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
Electronics,Audio/Visual Equipment (Non-Covered),E-Waste,0.2%,0.4%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
Electronics,Computer Monitors,E-Waste,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
Electronics,Televisions,E-Waste,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
Electronics,Other Computer Equipment,E-Waste,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
C&D,"Untreated Dimension Lumber, Pallets, Crates",C & D,0.1%,0.1%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
C&D,Treated/Contaminated/ Composite Wood,C & D,0.1%,0.2%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
C&D,Other C&D Debris Not Elsewhere Classified,C & D,0.1%,0.0%,0.0%,0.1%,0.1%,Schools,Citywide,Season 2
Miscellaneous,Miscellaneous Inorganics,Other (Non-Divertable),0.9%,1.3%,0.1%,1.1%,0.2%,Schools,Citywide,Season 2
HHW,Oil Filters,HHW,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
HHW,Antifreeze,HHW,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
HHW,Wet-Cell Batteries,HHW,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
HHW,E-Mobility Batteries,HHW,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
HHW,Vape Pens,HHW,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
HHW,Rechargeable Batteries,HHW,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
HHW,Other Dry-Cell Batteries,HHW,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
HHW,Water-Based Adhesives/Glues,HHW,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
HHW,Latex Paint,HHW,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
HHW,Oil-Based Paint/Solvent,HHW,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
HHW,Fluorescent Tubes/CFLs,HHW,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
HHW,Mercury-Laden Wastes,HHW,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
HHW,"Compressed Gas Cylinders, Fire Extinguishers",HHW,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
HHW,Home Medical Products,HHW,0.1%,0.1%,0.0%,0.1%,0.0%,Schools,Citywide,Season 2
HHW,Pharmaceuticals,HHW,0.1%,0.1%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
HHW,Other Potentially Harmful Wastes,HHW,0.0%,0.0%,0.0%,0.0%,0.0%,Schools,Citywide,Season 2
Paper,Newspaper,Designated Paper,-,1.2%,-,-,-,Litter Baskets,Citywide,Season 1
Paper,Plain OCC/Kraft Paper,Designated Paper,-,5.2%,-,-,-,Litter Baskets,Citywide,Season 1
Paper,High Grade Paper,Designated Paper,-,0.6%,-,-,-,Litter Baskets,Citywide,Season 1
Paper,Mixed Low Grade Paper,Designated Paper,-,5.2%,-,-,-,Litter Baskets,Citywide,Season 1
Paper,Compostable: Containers & Packaging,Organics Suitable for Composting,-,0.4%,-,-,-,Litter Baskets,Citywide,Season 1
Paper,Compostable: Other Soiled Paper/Waxed OCC/Kraft,Organics Suitable for Composting,-,10.3%,-,-,-,Litter Baskets,Citywide,Season 1
Paper,Other Non-recyclable Paper,Other (Non-Divertable),-,3.4%,-,-,-,Litter Baskets,Citywide,Season 1
Paper,Beverage Cartons & Aseptic Boxes,Designated MGP,-,0.3%,-,-,-,Litter Baskets,Citywide,Season 1
Paper,Shredded Paper,Designated Paper,-,0.3%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,#1 PET Bottles - Clear & Green,Designated MGP,-,2.0%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,#1 PET Bottles - All Other Colors,Designated MGP,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,#2 HDPE Natural Bottles,Designated MGP,-,0.3%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,#2 HDPE Colored Bottles,Designated MGP,-,0.3%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,#3-#7 & Unlabeled Bottles,Designated MGP,-,0.1%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,Thermoforms,Designated MGP,-,1.1%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,Other PVC,Designated MGP,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,Tubs & Lids,Designated MGP,-,0.8%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,#6 Expanded Polystyrene Containers & Packaging (EPS),Other (Non-Divertable),-,0.2%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,#1-#7 Other Rigid Containers/Packaging,Designated MGP,-,0.2%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,Film: Retail Bags & Sleeves,Other (Non-Divertable),-,0.8%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,Film: Garbage Bags,Other (Non-Divertable),-,3.0%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,Film: Non-Woven Reusable Plastic Bags,Other (Non-Divertable),-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,Film: Pouches,Other (Non-Divertable),-,0.1%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,Film: Oversize Items,Other (Non-Divertable),-,0.5%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,Film: Other #2/#4 Polyethylene Bags,Other (Non-Divertable),-,0.1%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,Film: Other Non-Polyethylene/ Contaminated,Other (Non-Divertable),-,1.9%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,Film: DSNY Compostable Plastic Bags,Other (Non-Divertable),-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,Single-Use Plastics,Designated MGP,-,1.7%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,Appliances: Plastic,Designated MGP,-,0.1%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,Bulk/Rigid: Plastic,Designated MGP,-,0.2%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,Bulk/Rigid: Plastic Toys/ Housewares,Designated MGP,-,0.2%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,Bulk/Rigid: Other Durable,Designated MGP,-,0.2%,-,-,-,Litter Baskets,Citywide,Season 1
Plastic,Other Plastics Materials not Elsewhere Classified,Designated MGP,-,0.4%,-,-,-,Litter Baskets,Citywide,Season 1
Glass,Clear Container Glass,Designated MGP,-,2.3%,-,-,-,Litter Baskets,Citywide,Season 1
Glass,Green Container Glass,Designated MGP,-,1.0%,-,-,-,Litter Baskets,Citywide,Season 1
Glass,Brown Container Glass,Designated MGP,-,0.6%,-,-,-,Litter Baskets,Citywide,Season 1
Glass,Other Color Container Glass,Designated MGP,-,0.1%,-,-,-,Litter Baskets,Citywide,Season 1
Glass,Mixed Cullet,Designated MGP,-,0.6%,-,-,-,Litter Baskets,Citywide,Season 1
Glass,Other Glass,Designated MGP,-,0.5%,-,-,-,Litter Baskets,Citywide,Season 1
Metal,Aluminum Cans & Bottles,Designated MGP,-,0.6%,-,-,-,Litter Baskets,Citywide,Season 1
Metal,Aluminum Foil/Containers,Designated MGP,-,0.8%,-,-,-,Litter Baskets,Citywide,Season 1
Metal,Other Aluminum,Designated MGP,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
Metal,Other Non-Ferrous,Designated MGP,-,0.4%,-,-,-,Litter Baskets,Citywide,Season 1
Metal,Steel/Tin Food Cans,Designated MGP,-,0.5%,-,-,-,Litter Baskets,Citywide,Season 1
Metal,Empty Aerosol Cans,Designated MGP,-,0.1%,-,-,-,Litter Baskets,Citywide,Season 1
Organics,Shoes/Rubber/Leather,Textiles,-,0.8%,-,-,-,Litter Baskets,Citywide,Season 1
Metal,Other Ferrous,Designated MGP,-,1.9%,-,-,-,Litter Baskets,Citywide,Season 1
Metal,Mixed Metals,Designated MGP,-,0.4%,-,-,-,Litter Baskets,Citywide,Season 1
Metal,Appliances: Ferrous,Designated MGP,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
Metal,Appliances: Non-Ferrous,Designated MGP,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
Organics,Yard Waste,Organics Suitable for Composting,-,10.1%,-,-,-,Litter Baskets,Citywide,Season 1
Organics,Food: Loose,Organics Suitable for Composting,-,13.0%,-,-,-,Litter Baskets,Citywide,Season 1
Organics,Food: Intact Packaging,Organics Suitable for Composting,-,1.4%,-,-,-,Litter Baskets,Citywide,Season 1
Organics,Food: Open Packaging,Organics Suitable for Composting,-,2.3%,-,-,-,Litter Baskets,Citywide,Season 1
Organics,Food: Liquid,Organics Suitable for Composting,-,1.6%,-,-,-,Litter Baskets,Citywide,Season 1
Organics,Non-C&D Wood,Other (Non-Divertable),-,0.2%,-,-,-,Litter Baskets,Citywide,Season 1
Organics,Textiles: Non-Clothing,Textiles,-,1.6%,-,-,-,Litter Baskets,Citywide,Season 1
Organics,Textiles: Woven Bags,Textiles,-,0.3%,-,-,-,Litter Baskets,Citywide,Season 1
Organics,Textiles: Clothing - Stretchy Fabric,Textiles,-,0.6%,-,-,-,Litter Baskets,Citywide,Season 1
Organics,Textiles: Clothing - Non-Stretchy,Textiles,-,1.3%,-,-,-,Litter Baskets,Citywide,Season 1
Organics,Carpet/ Upholstery: Broadloom Carpet,Other (Non-Divertable),-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
Organics,Carpet/ Upholstery: Tile Carpet,Other (Non-Divertable),-,0.1%,-,-,-,Litter Baskets,Citywide,Season 1
Organics,Carpet/ Upholstery: Other Carpet,Other (Non-Divertable),-,0.2%,-,-,-,Litter Baskets,Citywide,Season 1
Organics,Carpet/ Upholstery: Spring Mattresses And Boxsprings,Other (Non-Divertable),-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
HHW,Pesticides/Herbicides/Rodenticides,HHW,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
Organics,Carpet/ Upholstery: Other Upholtery,Other (Non-Divertable),-,0.1%,-,-,-,Litter Baskets,Citywide,Season 1
Organics,Disposable Diapers & Sanitary Products,Other (Non-Divertable),-,1.8%,-,-,-,Litter Baskets,Citywide,Season 1
Organics,Animal By-Products,Other (Non-Divertable),-,2.2%,-,-,-,Litter Baskets,Citywide,Season 1
Organics,Garden Hoses,Other (Non-Divertable),-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
Organics,Fines,Other (Non-Divertable),-,3.2%,-,-,-,Litter Baskets,Citywide,Season 1
Organics,Miscellaneous Organics,Other (Non-Divertable),-,2.1%,-,-,-,Litter Baskets,Citywide,Season 1
Electronics,Audio/Visual Equipment (TV Peripherals - Covered),E-Waste,-,0.3%,-,-,-,Litter Baskets,Citywide,Season 1
Electronics,Audio/Visual Equipment (Non-Covered),E-Waste,-,0.5%,-,-,-,Litter Baskets,Citywide,Season 1
Electronics,Computer Monitors,E-Waste,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
Electronics,Televisions,E-Waste,-,0.1%,-,-,-,Litter Baskets,Citywide,Season 1
Electronics,Other Computer Equipment,E-Waste,-,0.1%,-,-,-,Litter Baskets,Citywide,Season 1
C&D,"Untreated Dimension Lumber, Pallets, Crates",C & D,-,0.4%,-,-,-,Litter Baskets,Citywide,Season 1
C&D,Treated/Contaminated/ Composite Wood,C & D,-,0.7%,-,-,-,Litter Baskets,Citywide,Season 1
C&D,Other C&D Debris Not Elsewhere Classified,C & D,-,1.7%,-,-,-,Litter Baskets,Citywide,Season 1
Miscellaneous,Miscellaneous Inorganics,Other (Non-Divertable),-,2.2%,-,-,-,Litter Baskets,Citywide,Season 1
HHW,Oil Filters,HHW,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
HHW,Antifreeze,HHW,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
HHW,Wet-Cell Batteries,HHW,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
HHW,E-Mobility Batteries,HHW,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
HHW,Vape Pens,HHW,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
HHW,Rechargeable Batteries,HHW,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
HHW,Other Dry-Cell Batteries,HHW,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
HHW,Water-Based Adhesives/Glues,HHW,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
HHW,Latex Paint,HHW,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
HHW,Oil-Based Paint/Solvent,HHW,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
HHW,Fluorescent Tubes/CFLs,HHW,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
HHW,Mercury-Laden Wastes,HHW,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
HHW,"Compressed Gas Cylinders, Fire Extinguishers",HHW,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
HHW,Home Medical Products,HHW,-,0.2%,-,-,-,Litter Baskets,Citywide,Season 1
HHW,Pharmaceuticals,HHW,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
HHW,Other Potentially Harmful Wastes,HHW,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 1
Paper,Newspaper,Designated Paper,-,0.6%,-,-,-,Litter Baskets,Citywide,Season 2
Paper,Plain OCC/Kraft Paper,Designated Paper,-,4.2%,-,-,-,Litter Baskets,Citywide,Season 2
Paper,High Grade Paper,Designated Paper,-,0.2%,-,-,-,Litter Baskets,Citywide,Season 2
Paper,Mixed Low Grade Paper,Designated Paper,-,6.6%,-,-,-,Litter Baskets,Citywide,Season 2
Paper,Compostable: Containers & Packaging,Organics Suitable for Composting,-,0.3%,-,-,-,Litter Baskets,Citywide,Season 2
Paper,Compostable: Other Soiled Paper/Waxed OCC/Kraft,Organics Suitable for Composting,-,10.9%,-,-,-,Litter Baskets,Citywide,Season 2
Paper,Other Non-recyclable Paper,Other (Non-Divertable),-,3.2%,-,-,-,Litter Baskets,Citywide,Season 2
Paper,Beverage Cartons & Aseptic Boxes,Designated MGP,-,0.3%,-,-,-,Litter Baskets,Citywide,Season 2
Paper,Shredded Paper,Designated Paper,-,0.3%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,#1 PET Bottles - Clear & Green,Designated MGP,-,1.7%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,#1 PET Bottles - All Other Colors,Designated MGP,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,#2 HDPE Natural Bottles,Designated MGP,-,0.2%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,#2 HDPE Colored Bottles,Designated MGP,-,0.2%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,#3-#7 & Unlabeled Bottles,Designated MGP,-,0.1%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,Thermoforms,Designated MGP,-,0.9%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,Other PVC,Designated MGP,-,0.1%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,Tubs & Lids,Designated MGP,-,0.7%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,#6 Expanded Polystyrene Containers & Packaging (EPS),Other (Non-Divertable),-,0.1%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,#1-#7 Other Rigid Containers/Packaging,Designated MGP,-,0.2%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,Film: Retail Bags & Sleeves,Other (Non-Divertable),-,1.0%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,Film: Garbage Bags,Other (Non-Divertable),-,4.0%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,Film: Non-Woven Reusable Plastic Bags,Other (Non-Divertable),-,0.0%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,Film: Pouches,Other (Non-Divertable),-,0.0%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,Film: Oversize Items,Other (Non-Divertable),-,0.1%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,Film: Other #2/#4 Polyethylene Bags,Other (Non-Divertable),-,0.9%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,Film: Other Non-Polyethylene/ Contaminated,Other (Non-Divertable),-,0.7%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,Film: DSNY Compostable Plastic Bags,Other (Non-Divertable),-,0.0%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,Single-Use Plastics,Designated MGP,-,1.6%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,Appliances: Plastic,Designated MGP,-,0.2%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,Bulk/Rigid: Plastic,Designated MGP,-,0.2%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,Bulk/Rigid: Plastic Toys/ Housewares,Designated MGP,-,0.1%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,Bulk/Rigid: Other Durable,Designated MGP,-,0.0%,-,-,-,Litter Baskets,Citywide,Season 2
Plastic,Other Plastics Materials not Elsewhere Classified,Designated MGP,-,0.5%,-,-,-,Litter Baskets,Citywide,Season 2
Glass,Clear Container Glass,Designated MGP,-,2.4%,-,-,-,Litter Baskets,Citywide,Season 2
Glass,Green Container Glass,Designated MGP,-,1.1%,-,-,-,Litter Baskets,Citywide,Season 2
Glass,Brown Container Glass,Designated MGP,-,0.8%,-,-,-,Litter Baskets,Citywide,Season 2
Glass,Other Color Container Glass,Designated MGP,-,0.1%,-,-,-,Litter Baskets,Citywide,Season 2
Glass,Mixed Cullet,Designated MGP,-,0.7%,-,-,-,Litter Baskets,Citywide,Season 2
Glass,Other Glass,Designated MGP,-,0.2%,-,-,-,Litter Baskets,Citywide,Season 2
Metal,Aluminum Cans & Bottles,Designated MGP,-,0.6%,-,-,-,Litter Baskets,Citywide,Season 2
Metal,Aluminum Foil/Containers,Designated MGP,-,0.9%,-,-,-,Litter Baskets,Citywide,Season 2
Metal,Other Aluminum,Designated MGP,-,0.1%,-,-,-,Litter Baskets,Citywide,Season 2
Metal,Other Non-Ferrous,Designated MGP,-,0.5%,-,-,-,Litter Baskets,Citywide,Season 2
Metal,Steel/Tin Food Cans,Designated MGP,-,0.4%,-,-,-,Litter Baskets,Citywide,Season 2
Metal,Empty Aerosol Cans,Designated MGP,-,0.1%,-,-,-,Litter Baskets,Citywide,Season 2
Organics,Shoes/Rubber/Leather,Textiles,-,0.7%,-,-,-,Litter Baskets,Citywide,Season 2
Metal,Other Ferrous,Designated MGP,-,1.8%,-,-,-,Litter Baskets,Citywide,Season 2
Metal,Mixed Metals,Designated MGP,-,1.8%,-,-,-,Litter Baskets,Citywide,Season 2
Metal,Appliances: Ferrous,Designated MGP,-,0.1%,-,-,-,Litter Baskets,Citywide,Season 2
Metal,Appliances: Non-Ferrous,Designated MGP,-,0.1%,-,-,-,Litter Baskets,Citywide,Season 2
Organics,Yard Waste,Organics Suitable for Composting,-,5.1%,-,-,-,Litter Baskets,Citywide,Season 2
Organics,Food: Loose,Organics Suitable for Composting,-,10.9%,-,-,-,Litter Baskets,Citywide,Season 2
Organics,Food: Intact Packaging,Organics Suitable for Composting,-,1.0%,-,-,-,Litter Baskets,Citywide,Season 2
Organics,Food: Open Packaging,Organics Suitable for Composting,-,5.2%,-,-,-,Litter Baskets,Citywide,Season 2
Organics,Food: Liquid,Organics Suitable for Composting,-,1.2%,-,-,-,Litter Baskets,Citywide,Season 2
Organics,Non-C&D Wood,Other (Non-Divertable),-,0.9%,-,-,-,Litter Baskets,Citywide,Season 2
Organics,Textiles: Non-Clothing,Textiles,-,2.7%,-,-,-,Litter Baskets,Citywide,Season 2
Organics,Textiles: Woven Bags,Textiles,-,0.4%,-,-,-,Litter Baskets,Citywide,Season 2
Organics,Textiles: Clothing - Stretchy Fabric,Textiles,-,0.9%,-,-,-,Litter Baskets,Citywide,Season 2
Organics,Textiles: Clothing - Non-Stretchy,Textiles,-,1.3%,-,-,-,Litter Baskets,Citywide,Season 2
Organics,Carpet/ Upholstery: Broadloom Carpet,Other (Non-Divertable),-,0.0%,-,-,-,Litter Baskets,Citywide,Season 2
Organics,Carpet/ Upholstery: Tile Carpet,Other (Non-Divertable),-,0.0%,-,-,-,Litter Baskets,Citywide,Season 2
